,date,id,return,isign,year,month,day
452,2012-09-28,WMT,0.016528999999999995,POS,2012,9,28
453,2012-10-31,WMT,0.016531000000000004,POS,2012,10,31
454,2012-11-30,WMT,-0.039989,NEG,2012,11,30
455,2012-12-31,WMT,-0.04710500000000001,NEG,2012,12,31
456,2013-01-31,WMT,0.025208999999999995,POS,2013,1,31
457,2013-02-28,WMT,0.011866000000000002,POS,2013,2,28
458,2013-03-28,WMT,0.06386000000000001,POS,2013,3,28
459,2013-04-30,WMT,0.03862100000000001,POS,2013,4,30
460,2013-05-31,WMT,-0.03100899999999999,NEG,2013,5,31
461,2013-06-28,WMT,-0.004676999999999999,NEG,2013,6,28
462,2013-07-31,WMT,0.046315,POS,2013,7,31
463,2013-08-30,WMT,-0.057608,NEG,2013,8,30
464,2013-09-30,WMT,0.013428,POS,2013,9,30
465,2013-10-31,WMT,0.037723,POS,2013,10,31
466,2013-11-29,WMT,0.055505000000000006,POS,2013,11,29
467,2013-12-31,WMT,-0.022837,NEG,2013,12,31
